word	lang	translation	tags	form_of	etymology	pos	vform	case	gender	number	other
пучясас	rom	спрашивали				VERB					
пхаба	rom	яблоки		мн. к пхабай		NOUN					
пхабай	rom	яблоко	ж.		снскр. babhrū́ (ж.) фрукт	NOUN			f		
пхабалын, пхабэлын	rom	яблоня	ж.			NOUN			f		
пхабэнгро	rom	садовник, кто имеет дело с яблоками		им. ед. м. ф. принадл. мн. к пхабай		NOUN					
пхагирдо	rom	сломан	прич.			PRTCP					
пхагирдэ	rom	сломанные		мн. к пхагирдо		PRTCP					
пхак	rom	крыло	ж.		снскр. ракṣ̌- (м.)	NOUN			f		
пхака	rom	крылья		мн. к пхак		NOUN					
пхакори	rom	крылышко	ж.		уменьш. от ихак	NOUN			f		
пхакорья	rom	крылышки		мн. к пхакори		NOUN					
пхакэнца	rom	[с] крыльями		тв. мн. к пхак		NOUN					
пхандло	rom	связанный	прич.			PRTCP					
пхандлэ	rom	связанные		мн. к пхандло		ADJ					
пхандэл	rom	вяжет	гл. пер.			VERB	TRAN				
пхар	rom	шелк	м.		снскр. paṭṭá (м.)	NOUN			m		
пхари	rom	тяжелая, также: беременная		ж. к пхаро		ADJ					
пхарипэн	rom	тяжесть	м.			NOUN			m		
пхаро	rom	тяжелый	прил.		снскр. bhārá (м.) ноша	ADJ					
пхаруно	rom	шелковый	прил.			ADJ					
пхаруны	rom	шелковая		ж. к пхаруно		ADJ					
пхарунэ	rom	шелковые		мн. к пхаруно		ADJ					
пхарыдыр	rom	тяжелее, труднее	сравн.			COMP					
пхарэ	rom	тяжелый, -ая, ые	завис. ф. при сущ.			ADJ					завис. ф. при сущ.
пхарэдыр	rom	тяжелее	сравн.			COMP					
пхарэс	rom	тяжело, тяжко, трудно	нар.			ADVB					
пхарэстыр	rom	[от] тяжелого		отл. ед. м. к пхаро		ADJ					
пхарэстыр	rom	[от] шелка		отл. ед. к пхар		NOUN					
пхивлы	rom	вдова	ж.		снскр. vidhávā́ (ж.)	NOUN			f		
пхирэлас	rom	бродил[а]	др. диал.			VERB					др. диал.
пхув	rom	земля	ж.		снскр. bhū́mi (ж.)	NOUN			f		
пхувьякэ	rom	земле		дат. ед. к пхув		NOUN					
пхурдэл, пхурдэла	rom	дует	гл. неп.			VERB	INTR				
пхури	rom	старая, старуха	ж.			ADJ			f		
пхурипнаса	rom	[со] старостью		тв. ед. к пхурипэн		NOUN					
пхурипэн	rom	старость	м.		от ихуро	NOUN			m		
пхуро	rom	старый (о человеке), старик	прил.		снскр. vṛddhá (м.)	ADJ					
пхурома	rom	старики-цыгане		мн. к пхурором		NOUN					
пхуромны	rom	бабушка	зват. ф.			NOUN		VOC			
пхуромны	rom	старая цыганка	ж.			unknown			f		
пхурором	rom	старик-цыган	м.			NOUN			m		
пхурт	rom	мост	ж., диал. крымских цыган		курдск. phírd (ж.)	NOUN			f		диал. крымских цыган
пхурыдыр	rom	старше	сравн.			COMP					
пхурьёса	rom	состаришься				VERB					
пхурэ	rom	старые		мн. к ихуро		NOUN					
пхурэ	rom	старый, -ая, ые	завис. ф. при сущ.			ADJ					завис. ф. при сущ.
пхутёл	rom	надувается, важничает	гл. неп.			VERB	INTR				
пхутькирдо	rom	надутый, важный	прич.			PRTCP					
пхутькирдэл	rom	надувает	гл. пер.			VERB	TRAN				
пхэн	rom	сестра	ж.		снскр. Баз (ж.)	NOUN			f		
пхэн	rom	скажи, говори	повел.		снскр. bháṇ- (ж.)	VERB	IMPER				
пхэнава	rom	говорю, скажу				VERB					
пхэндя	rom	сказал[а]				VERB					
пхэнори	rom	сестричка		зват. ф к пхэнори		NOUN					
пхэнори	rom	сестричка	ж.		уменьш. от пхэн	NOUN			f		
пхэныбэн	rom	говор				NOUN					
пхэнэл, пхэнэла	rom	говорит, скажет	гл. пер.			VERB	TRAN				
пхэнэса	rom	говоришь				VERB					
пхэня	rom	сёстры	ж., мн.	мн. к пхэн		NOUN			f	pl	
пхэнятэ	rom	у сестры		местн. ед. к пхэн		unknown					
пхэрдо	rom	полный	прил.		снскр. bhrita наполненный	ADJ					
пхэрды	rom	полная		ж. к пхэрдо		ADJ					
пшал	rom	брат	м.		снскр. bhrā́ta(r) (м.)	NOUN			m		
пшала	rom	братья		мн. к пшал		NOUN					
пшалакирдя	rom	братался он			пшал брат + кэрэла делает	VERB					
пшалоро	rom	братищка, братец	м.		уменьш. от пшал	NOUN			m		
пшалэнгэ	rom	братьям		дат. мн. к пшал		NOUN					
пшалэс	rom	брата		вин. ед. к пшал		NOUN					
пшалэскири	rom	братова		ф. принадл. ед. к пшал		NOUN					
пшалэскиро	rom	братов		ф. принадл. ед. к пшал		NOUN					
пшалэскирэ	rom	братовы		ф. принадл. ед. к пшал		NOUN					
пшалэскэ	rom	брату		дат. ед. к пшал		NOUN					
пшаяла, пшала	rom	братья		мн. к пшал		NOUN					
пынэ	rom	упали				VERB					
пыян, пэян	rom	упал[а]				VERB					
пьела, пиела	rom	пьёт	гл. пер.			VERB	TRAN				
пьена	rom	пьют				VERB					
пьес	rom	пьешь				VERB					
пьяс	rom	пьём				VERB					
пэ, прэ	rom	на, над	предл. с местн.			PREP					с местн.
пэзал, прэзал	rom	пешком	нар.			ADVB					
пэр	rom	живот	м.		снскр. peṭa ящик	NOUN			m		
пэрава	rom	падаю			снскр. pad- падать	VERB					
пэрво	rom	1-й	числ.		слав.	NUMR					
пэрэл, пэрла, пэрэла	rom	падает	гл. неп.			VERB	INTR				
пэрэлас	rom	опадал[а]				VERB					
пэрэн	rom	падут				VERB					
пэрэна	rom	падают				VERB					
пэс	rom	себя				PRON					
пэса	rom	с собой		тв. к пэс		unknown					
пэскири	rom	своя		им. ед. ж. ф. принадл. к пэс		ADJ					
пэскиро, пэскро	rom	свой		им. ед. м. ф. приналл. к пэс		ADJ					
пэскирэ, пэскрэ	rom	свои		им. мн. ф. принадл. к пэс		ADJ					
пэскирэ, пэскрэ	rom	свой, своя, свои		завис. ф. принадл. к пэс при сущ.		ADJ					
пэскрэ	rom	см. пэскирэ				unknown					
пэскэ	rom	себе		дат. к пэс		PRON					
пэстэ	rom	[У] себя		местн. к пэс		PRON					
пэтало	rom	подкова	м.		греч. πέταλο (ср.)	NOUN			m		
пэталы	rom	подковы				NOUN					
пэталэнца	rom	подковами		тв. мн. к пэтало		NOUN					
Пэтро	rom	Пётр	м.			NOUN			m		
Пэтроскиро	rom	Петров		ф. принадл. к Пэтро		NOUN					
равэла	rom	роняет	гл. пер.		от пэр-ав-эла заставляет падать	VERB	TRAN				
рада	rom	радость	ж.		слав.	NOUN			f		
радыма	rom	радость	м.			NOUN			m		
радымастыр	rom	от радости		отл. ед. к радыма		unknown					
радынэлапэ	rom	радуется				VERB					
радынэнпэ	rom	радуются				VERB					
рай	rom	господин	м.		снскр. rā́ja (м.) раджа	NOUN			m		
Рай	rom	Господь	м.			NOUN			m		
райо	rom	рай	м.			NOUN			m		
ракири	rom	говоря	деепр.			GRND					
ракирибэн	rom	разговор	м.			NOUN			m		
ракирла, ракирэла	rom	говорит, разговаривает	гл. пер.		снскр. vāk-kar-	VERB	TRAN				
ракирлапэ	rom	говорится				VERB					
ракирна, ракирэн	rom	говорят				CONJ					
ракирэса	rom	говоришь				VERB					
раклен	rom	девушек		вин. мн. к раклы		NOUN					
ракло	rom	парень, не цыган	м.		снскр. dāraka (м.)	NOUN			m		
раклоро	rom	паренёк, не цыган			уменыш. от ракло	NOUN					
раклэ	rom	парни, не цыгане		мн. к ракло		NOUN					
раклэндыр	rom	[от] парней, не цыган		отл. мн. к ракло		COMP					
раклэскэ	rom	парню, не цыгану		дат. ед. к ракло		NOUN					
ракля	rom	девушки		мн. к раклы		NOUN					
ракхлэ, ракхнэ	rom	сберегли				VERB					
ракхья	rom	сберег[ла]				VERB					
ракхэла	rom	бережет, сторожит	гл. пер.		снскр. rakṣ̌- стеречь	VERB	TRAN				
ракхэс	rom	бережешь, сторожишь				VERB					
ранори	rom	барышня	ж.		уменыш. от раны	NOUN			f		
ранорьен	rom	барышень		вин. мн. к ранори		NOUN					
ранорьятэ	rom	[у] барышни		местн. ед. к ранори		NOUN					
раны	rom	госпожа, барыня	ж.		снскр. rā́jńi (ж.)	NOUN			f		
раня	rom	госпожи, сударыни, мн. краны				NOUN					
раня	rom	госпожу		вин. ед. к раны		NOUN					
ранятыр	rom	[от] госпожи		отл. ед. к раны		NOUN					
Рас	rom	Господа		вин. ед. к рай		NOUN					
Растыр	rom	от Господа		отл. ед. к рай		unknown					
рат	rom	ночь	ж.		снскр. rā́trī (ж.)	NOUN			f		
рат	rom	кровь	м.		снскр. raktá (м.)	NOUN			m		
рат бари	rom	ночь большая	ж.			unknown			f		
ратенца	rom	ночами		тв. мн. к рат (ж.)		NOUN					
ратори	rom	ночка			уменыш. от рат (ж.)	NOUN					
раты	rom	ночью	нар.			ADVB					
ратэса	rom	[с] кровью		тв. ед. к рат (м.)		NOUN					
ратя	rom	ночи		мн. к рат (ж.)		NOUN					
ратяса	rom	ночью		тв. ед. к рат (ж.)		ADVB					
ратятыр	rom	[от] ночи		отл. ед. к рат (ж.)		NOUN					
рая	rom	господа		мн. к рай		NOUN					
Рая	rom	Господи		зват. ф. к Рай		NOUN					
рая	rom	господин		зват. ф. к рай		NOUN					
ра-я-тори	rom	см. ратори				unknown					
решынэлапэ	rom	решается	гл. неп.			VERB	INTR				
решынэпэ	rom	решается				VERB					
решынпэ	rom	решайся	повел.			VERB	IMPER				
риг	rom	сторона	ж.		снскр. diś, diśā (ж.), dig- страна	NOUN			f		
рикирла, рикирэла	rom	держит	гл. пер.			VERB	TRAN				
рикирна	rom	держат				VERB					
ринго	rom	ринг	м.		английск. через русск.	NOUN			m		
рипирава	rom	помню, вспоминаю				VERB					
рипирасас	rom	вспоминали				VERB					
рипирла, рипирэл, рипирэла	rom	вспоминает	гл. пер.			VERB	TRAN				
рипирна	rom	помнят				VERB					
рипирэнти	rom	вспоминайте	повел.			VERB	IMPER				
рипирэса	rom	вспоминаешь				VERB					
рисёв	rom	вернись	повел.		греч. γυρίσε + ав будь (L.M.)	VERB	IMPER				
рисёл, рисёла	rom	возвращается	гл. неп.			VERB	INTR				
рисия	rom	вернулся (он), вернулась				VERB					
рискирдём	rom	разорвал[а]				VERB					
рискирдо	rom	порван	прич.			PRTCP					
рискирдэ	rom	порвали				VERB					
рискирла, рискирэла	rom	рвет, срывает, также возвращает	гл. пер.		нем. Riß (м.) разрез + кэр делай (L.М.)	VERB	TRAN				
рискирэса	rom	вернешь, также: разорвешь				VERB					
ровас	rom	плачем				NOUN					
ровэл, ровэла	rom	плачет	гл. неп.		снскр. rod-	VERB	INTR				
ровэн	rom	плачьте	повел.			VERB	IMPER				
ровэн, ровэна	rom	плачут				VERB					
рогожытко	rom	рогожный, -ая	прил.			ADJ					
родав	rom	ищу			снскр. ḍhunḍh-	VERB					
родавас	rom	искал				VERB					
родна	rom	родные		мн. к родно		NOUN					
роднинько	rom	родненький, -ая	прил.		уменыш. от родно	ADJ					
родно	rom	родной, -ая	прил.			ADJ					
родо	rom	род, семейство	м.			NOUN			m		
родоскири	rom	(каков, какова) родом		им. ед. ж. ф. принадл. ед. к родо		ADVB					
родэ	rom	ищи	повел.			VERB	IMPER				
родэл, родэла	rom	ищет	гл. пер.			VERB	TRAN				
родэс	rom	ищешь				VERB					
роенца	rom	ложками		тв. мн. к рой		NOUN					
роза	rom	роза	ж.			NOUN			f		
розгынэ-пэс, розгынэпэ	rom	разошлись				VERB					
роздыкхав	rom	разгляжу			от дыкхэл	VERB					
розмардэпэ	rom	разодрались			от марэлиэ	VERB					
рознашадян	rom	растерял[а]				VERB					
роибэн	rom	плач	м.		от ровэл	NOUN			m		
роиндой	rom	плача	деепр.			GRND					
рой	rom	ложка	ж.		снскр. dárvī (ж.)	NOUN			f		
ро-йом	rom	см. ром				unknown					
ром	rom	цыган, муж	м.		снскр. ḍomba (м.) человек из касты музыкантов	NOUN			m		
рома	rom	цыгане		мн. к ром		NOUN					
рома	rom	цыган, зват. ф. кром				NOUN					
ромалушки	rom	цыгане	зват. ф.		уменыш. от ромалэ	NOUN		VOC			
ромалэ	rom	цыгане	зват. ф.			NOUN		VOC			
ромалэ-лэ	rom	цыгане	зват. ф.			NOUN		VOC			
романо	rom	цыганский	прил.			ADJ					
романы	rom	цыганская		ж. к романо		ADJ					
романы чяй	rom	девушка-цыганка	ж.			NOUN			f		
романэс	rom	по-цыгански	нар.			ADVB					
рома-я-лэ	rom	растяжка в пении, см. ромалэ				unknown					
ромнен	rom	цыганок		вин. мн. к ромны		NOUN					
ромнори	rom	женушка	ж.		уменьш. от ромны	NOUN			f		
ромнорья	rom	цыганочку		вин. ед. к ромнори		NOUN					
ромны	rom	жена		зват. ф. к ромны		NOUN					
ромны	rom	цыганка, жена	ж.			NOUN			f		
ромня	rom	жену		вин. ед. к ромны		NOUN					
ромня	rom	жёны, цыганки		мн. к ромны		NOUN					
ромнякирэ	rom	жены, принадлежащие жене		им. мн. ф. принадл. ед. к ромны		NOUN					
ромнялэ	rom	цыганки		зват. ф. к ромня		NOUN					
ромнятэ	rom	у цыганки		местн. ед. к ромны		unknown					
роморо	rom	муженек		зват. ф. к роморо		NOUN					
роморо	rom	муженек	м.		уменыш. от ром	NOUN			m		
ромэн	rom	цыган		вин. мн. к ром, иногда в знач. родительного		NOUN					
ромэнгэ	rom	цыганам		дат. мн. к ром		NOUN					
ромэндыр	rom	[от] цыган		отл. мн. к ром		NOUN					
ромэнца	rom	[с] цыганами		тв. мн. к ром		NOUN					
ромэс	rom	цыгана, вин. ед. кром				NOUN					
ромэскэ	rom	цыгану, дат. ед. кром				NOUN					
ромэстыр	rom	[от] цыгана, мужа		отл. ед. к ром		NOUN					
ромэстэ	rom	у цыгана		местн. ед. к ром		unknown					
роскхувавас	rom	расплетал[а]				VERB					
роскхудэпэ	rom	расплелись			от кхувэлпэ плетется	VERB					
роскхэлдяпэ	rom	разыгрался (он), разыгралась			от кхэлэл	VERB					
роскэдэс	rom	разберешь				VERB					
роскэдэл	rom	разбирает, разберет	гл. пер.			VERB	TRAN				
роскэрэла	rom	разделает, разделит, также: разделяет, разделывает	гл. пер.			VERB	TRAN				
росто	rom	рост	м.			NOUN			m		
ростоскири	rom	(каков, какова) ростом		им. ед. ж. ф. принадл. ед. к росто		NOUN					
рота	rom	колесо	ж.		румынск. roátă (ж.)	NOUN			f		
роты	rom	колеса		мн. к рота		NOUN					
роща	rom	роща	ж.			NOUN			f		
рояса	rom	ложкой, тв. ед. крой				NOUN					
рув	rom	волк	м.		снскр. rūpya (м.)	NOUN			m		
рувны	rom	волчица	ж.		от рув	NOUN			f		
рувэс	rom	волка		вин. ед. к рув		NOUN					
рукх	rom	ветка, дерево	м.		в диал. польск. цыган	NOUN			m		
рукхоро	rom	веточка	м.		уменьш. от рукх	NOUN			m		
рукхорэ	rom	веточки		мн. к рукхоро		NOUN					
рундя	rom	плакал[а]		прош. I к ровэла плачет		VERB					
рундям	rom	плакали				VERB					
рупуво	rom	серебряный	прил.		от руп (м.), снскр. rūpya (ср.)	ADJ					
русска рома	rom	русские цыгане	м., мн.			unknown			m	pl	
русско	rom	русский, русская	прил.			ADJ					
рысако	rom	рысак	м.		русск.	NOUN			m		
рыч	rom	медведь	м.		снскр. ṛkṣ̌a (м.)	NOUN			m		
рычны	rom	медведица	ж.			NOUN			f		
рэка	rom	река	ж.		слав.	NOUN			f		
рэки	rom	реки, мн. крэка				NOUN					
рэкица	rom	речка	ж.		уменыш. от рэка	NOUN			f		
рэс	rom	добудь, найди	повел.		др.-перс. ras(īdan)- достичь, прибыть	VERB	IMPER				
рэсэл	rom	догоняет, добывает	гл. пер.			VERB	TRAN				
рябо	rom	рябой, -ая				ADJ					
са, сапэ	rom	смейся	повел.		снскр. has-	VERB	IMPER				
са, вса, уса	rom	всё	мест. и част.			PRON;PRCL					
сабнаса	rom	с улыбкой		тв. ед. к сабэн		unknown					
сабнытко	rom	смешной, -ая	прил.			ADJ					
сабэ, сабэн	rom	смех	м.			NOUN			m		
сави	rom	какая, которая		ж. к саво		ADJ					
саво	rom	какой, который	мест.			PRON					
савья	rom	какие, которые		мн. ж. к саво		ADJ					
савэ	rom	какие, которые		мн. м. к саво		ADJ					
савэ	rom	какой, -ая, -ие		завис. ф. к саво при сущ.		ADJ					
садо	rom	сад	м.			NOUN			m		
садыцо	rom	садик			уменыш. от садо	NOUN					
садыцы	rom	садики		мн. к садыцо		NOUN					
саекх	rom	все равно	нар.			ADVB					
сал, сала, салпэ	rom	смеётся	гл. неп.			VERB	INTR				
сам	rom	есть				INTJ					
самас	rom	были				VERB					
самолёто	rom	самолёт	м.			NOUN			m		
сан	rom	есть				INTJ					
сан, сана	rom	смеются				VERB					
санас	rom	был[а] ты, были вы				VERB					
сандя, сандяпэ	rom	смеялся				VERB					
сано	rom	тонкий	прил.		др.-инд. śāntá острый, тонкий	ADJ					
саноро	rom	тонкий, узкий	прил.		уменьш. от сано	ADJ					
санэ	rom	тонкий, -ая, ие		завис. ф. к сано при сущ.		ADJ					
сап	rom	змей, змея	м.		снскр. sarpa (м.)	NOUN			m		
саранда, штардэша	rom	40	числ.			NUMR					
саранда панджьто	rom	45-й	числ.			NUMR					
сари	rom	вся		ж. к саро		ADJ					
саро	rom	всё			снскр. sárva	ADJ					
саро	rom	весь	мест.			PRON					
сарэ	rom	весь, вся, все	завис. ф. при сущ.			ADJ					завис. ф. при сущ.
сарэ	rom	все		мн. м. к саро		ADJ					
сарэджинэ	rom	все				ADJ					
сарэдуен	rom	обоих		вин. к сарэдуй		NUMR					
сарэдуенгэ	rom	обоим		дат. к сарэдуй		NUMR					
сарэдуй	rom	оба, обе				NUMR					
сарэн	rom	всех		вин. мн. к саро		ADJ					
сарэнгиро, сарэнгро	rom	всех		ф. принадлежности мн. к саро		ADJ					
сарэндыр	rom	[от] всех		отл. мн. к саро		ADJ					
сарэса	rom	[со] всем		тв. ед. м. к саро		ADJ					
сарэса	rom	совсем	нар.		от саро	ADVB					
сарэтрин	rom	втроем, трое				ADVB					
састо	rom	здоровый	прил.		снскр. sva-stha	ADJ					
састо	rom	рубль	м.		от састо, калька русск. устар. целковый	NOUN			m		
саструно	rom	железный	прил.			ADJ					
саструны	rom	железная		ж. к саструно		ADJ					
саструнэ	rom	железные		мн. к саструно		ADJ					
састыпнари	rom	врач	м.		от састо	NOUN			m		
састыпэн	rom	здоровье	м.		от састо	NOUN			m		
састыр	rom	железо	м.		снскр. śástra (ср.)	NOUN			m		
састыра	rom	кандалы	только мн.		от састыр	NOUN				pl	
састэ	rom	рубли		мн. к састо		NOUN					
састякирэл	rom	лечит, исцеляет	гл. пер.		от састо	VERB	TRAN				
сасуй	rom	теща	ж.		снскр. śvaśrū (ж.)	NOUN			f		
сася	rom	теши		мн. к сасуй		NOUN					
са-таки	rom	все-таки	нар.			ADVB					
са-ядыцы	rom	см. садыцы				unknown					
сбагандя, збагандя	rom	спел[а]				VERB					
сбандии, збандии	rom	согнувшись	деепр.			GRND					
сватостэ	rom	[у] свата		местн. ед. к свато		NOUN					
сватэнца	rom	сватами		тв. мн. к свато		NOUN					
свэнко	rom	праздник	м.		пол. świᶐtek	NOUN			m		
свэнто	rom	святой, -ая	прил.		пол. świᶒty	ADJ					
свэто	rom	мир, свет, вселенная	м.		слав.	NOUN			m		
свэтостыр	rom	от мира		отл. ед. к свэто		unknown					
семьи	rom	семьи	ж., мн.	мн. к семья		NOUN			f	pl	
семья	rom	семья	ж.			NOUN			f		
серинько	rom	серенький, -ая	прил.			ADJ					
сива, сыва	rom	серые, сивые		мн. к сыво		ADJ					
синти	rom	цыгане		мн. к синто		NOUN					
синто	rom	цыган	м.			NOUN			m		
синтыца	rom	цыганка	ж.			NOUN			f		
скаминд	rom	стол	м.		греч. σχαυνί(ср.)	NOUN			m		
скэдава	rom	собираю				VERB					
скэдавас	rom	собирал[а]				VERB					
скэдыём	rom	собрал[а]				VERB					
скэдымэ	rom	собравшийся, -аяся, -иеся	прич.			PRTCP					
скэдыя	rom	собрал[а]				VERB					
скэдыяпэ	rom	собрался он, собралась она				VERB					
скэдэла	rom	собирает	гл. пер.			VERB	TRAN				
скэдэласпэ	rom	собирался он, собиралась она				VERB					
скэдэлпэ	rom	собирается	гл. неп.			VERB	INTR				
скэдэна	rom	собирают				VERB					
скэдэнаспэ	rom	собирались				VERB					
скэмпари	rom	скупец, скупердяй	м.		от скэмпо	NOUN			m		
скэмпарья	rom	скупердяи		мн. к скэмпари		NOUN					
скэмпо	rom	скупой, -ая	прил.		пол. skᶒpy	ADJ					
скэрдян	rom	сделал[а]				VERB					
скэрэла	rom	сделает	гл. пер.		от кэрэла	VERB	TRAN				
славица	rom	слава, молва	ж.		уменьш. от слава	NOUN			f		
славутно	rom	славный	прил.			ADJ					
славутнэдыр	rom	славнее	сравн.			COMP					
слоно	rom	слон	м.		русск.	NOUN			m		
со	rom	что	мест.			PRON					
соб, собы	rom	чтобы	сз.			CONJ					
сов	rom	спи	повел.		снскр. svap-	VERB	IMPER				
совав	rom	сплю				VERB					
совлаха	rom	поклянись	повел.			VERB	IMPER				
совлахава	rom	поклянусь				VERB					
совлахадя	rom	клялся (он), клялась				VERB					
совлахал, совлахала	rom	клянется	гл. неп.			VERB	INTR				
совнакай	rom	золото	м.		снскр. su-várṇaka (ср.)	NOUN			m		
совнакунинько	rom	золотенький, золотенькая	прил.		уменьш. от совнакуно	ADJ					
совнакуно	rom	золотой	м.			ADJ			m		
совнакуно	rom	золотой	прил.			ADJ					
совнакуны	rom	золотая		ж. к совнакуно		ADJ					
совнакунэ	rom	золотой, -ая, -ые	завис. ф. при сущ.			ADJ					завис. ф. при сущ.
совнакунэ	rom	золотые				NOUN					
совнакуюнинько	rom	см. совнакунинько				unknown					
совэл	rom	клятва	ж.		снскр. śapáthī (ж.)	NOUN			f		
совэл, совэла	rom	спит	гл. неп.			VERB	INTR				
согласно	rom	согласен, -а	прил.			ADJ					
соловиё	rom	соловей	м.			NOUN			m		
соловьё	rom	соловей	м.			NOUN			m		
сом	rom	есть			снскр. as- быть	INTJ					
сомас	rom	был[а] я				VERB					
соскэ	rom	чему		дат. к со		PRON					
соскэ	rom	зачем,к чему	нар.			ADVB					
сосна	rom	сосна	ж.			NOUN			f		
сосница, сосныца	rom	сосенка			уменьш. от сосна	NOUN					
состыр	rom	от чего		отл. к со		unknown					
состыр	rom	отчего, почему	нар.			ADVB					
спарувэлас	rom	менял[а]			от парувэл	VERB					
спарувэса	rom	сменяешь				VERB					
спарудём	rom	сменл(а]				unknown					
спарудо	rom	сменен, изменен	прич.			PRTCP					
срискирдём	rom	сорвал[а]				VERB					
стады	rom	шапка	ж.		греч. σκιάδι (ср.) соломенная шляпа	NOUN			f		
старэл	rom	ловит	гл. пер.		др.-инд. haste har-	VERB	TRAN				
страдынэна	rom	страдают	гл. неп.			VERB	INTR				
страх	rom	страх	ж.			ADVB			f		
страхала	rom	пугается	гл. неп.			VERB	INTR				
строга	rom	строгие		мн. к строго		ADJ					
строго	rom	строгий, -ая	прил.			ADJ					
сув	rom	игла	ж.			NOUN			f		
сувья	rom	иголки		мн. к сув		NOUN					
судьба	rom	судьба	ж.			NOUN			f		
сунгэла	rom	нюхает	гл. пер.		снскр. śińg-	VERB	TRAN				
суно	rom	сон	м.		снскр. 5уарна (м.)	NOUN			m		
суто	rom	спящий, сонный	прич. и прил.		от совэл	PRTCP;ADJ					
суты	rom	спящая, сонная		ж. к суто		PRTCP					
сутя	rom	спал[а]				VERB					
схачкирэн	rom	сжигают				VERB					
счивэла, счювэла	rom	складывает	гл. пер.			VERB	TRAN				
счидо, счюдо	rom	сложенный	прич.			PRTCP					
счидэ фэлдыткос ґэра	rom	сложенные по-кочевому ноги				unknown					
счингирдо	rom	срезан, сорван	прич.		от чингирэл	PRTCP					
счингирдэ	rom	срезанные, сорванные				PRTCP					
сы, исы, исын	rom	есть				INTJ					
сыво	rom	сивый, серый конь	м.			ADJ			m		
сыво	rom	серый, -ая, сивый	прил.			ADJ					
сывонэс	rom	серого		вин. ед. к сыво		ADJ					
сывонэскэ	rom	серому		дат. ед. к сыво		ADJ					
сыг, сыго	rom	быстро	нар.		снскр. śikṣ̌ay-	ADVB					
сыгыдыр	rom	быстрее	сравн.			COMP					
сыгэдыр, сыгыдыр	rom	быстрее	сравн.			COMP					
сыгэс	rom	быстро	нар.			ADVB					
сыкав	rom	покажи	повел.		снскр. śikṣ̌ay-	VERB	IMPER				
сыкавэл, сыкавэла, сыкавла	rom	показывает	гл. пер.			VERB	TRAN				
сыкадёла	rom	кажется, показывается	гл. неп.			VERB	INTR				
сыкадя	rom	показал[а]				VERB					
сыклёв	rom	учись, привыкай	повел.		снскр. śikṣ̌itī-bhū-	VERB	IMPER				
сыклёла	rom	учится, привыкает	гл. неп.			VERB	INTR				
сыр	rom	как, если, когда	нар.			ADVB					
сыр бы	rom	как бы	сз., част.			CONJ;PRCL					
сырбиянка	rom	цыганка-котлярка	ж.			NOUN			f		
сыс, исыс	rom	был он, была она, были они				VERB					
сэндо	rom	суд	м.		пол. sᶐd	NOUN			m		
сэрво	rom	цыган	м.			NOUN			m		
сэрвица	rom	цыганка	ж.			NOUN			f		
сэндоскиро	rom	судейский		им. ед. м. ф. принадл. к сэндо		ADJ					
сэрвы	rom	этногруппа украинских цыган		мн. к сэрво		unknown					
таборо	rom	табор	м.			NOUN			m		
табуно	rom	табун	м.			NOUN			m		
табунэнца	rom	[с] табунами		тв. мн. к табуно		NOUN					
тагари	rom	царь	м.		др.-арм. thagawór	NOUN			m		
таланытко	rom	удачливый, везучий, -ая	прил.		от талано счастье, русск. диал.	ADJ					
таланыткэдыр	rom	удачливее	сравн.			COMP					
тангискирав	rom	жалею, тоскую			танго + кэрэл	VERB					
танго	rom	жаль, букв.: тесно	нар.		пол. tᶒgi тугой	ADVB					
таргинэла	rom	торгует	гл. неп.			VERB	INTR				
таргинэна, торгинэна	rom	торгуют				VERB					
тарго	rom	базар, рынок	м.		пол. targ	NOUN			m		
таргостыр	rom	[с] рынка		отл. ед. к тарго		NOUN					
тасавэла	rom	давит, душит	гл. пер.		курдск. tasandin давить	VERB	TRAN				
тасавэна	rom	давят				VERB					
тася, атася	rom	завтра, вчера	нар., с прош.		греч. ταχειά, ταχυά завтра	ADVB					с прош.
тасярла	rom	наутро, завтра	нар.			ADVB					
тато	rom	теплый	прил.		снскр. tapta	ADJ					
татыпэ, татыпэн	rom	тепло	м.		от тато	ADVB			m		
татькирла, татькирэл	rom	греет	гл. пер.		тато + кэрэл	VERB	TRAN				
татькирэс	rom	согреешь				VERB					
тачанка	rom	тачанка	ж.		русск.	NOUN			f		
тґэби	rom	надо, требуется, нужно	=трэби, чеби, чебинэ			ADVB					=трэби, чеби, чебинэ
тёмнинько	rom	темненький, -ая	прил.			ADJ					
ти, чи	rom	ли	част.		из русск. диал.	PRCL					
тихэс	rom	тихо	нар.		русск.	ADVB					
то	rom	то	част.		русск.	PRCL					
товэр	rom	топор	м.		снскр. taravāri-, перс. täbär	NOUN			m		
токо, только	rom	только	част.			PRCL					
традыём, традэём	rom	приехал[а], пригнал[а]				VERB					
традыно	rom	выгнан	прич.			PRTCP					
традынэ	rom	ехали, гнали				VERB					
традыя	rom	приехал[а], пригнал(а]				VERB					
традэ	rom	гони, езжай	повел.			VERB	IMPER				
традэл, традэла	rom	гонит, едет	гл. неп./пер.			VERB	INTR;TRAN				
традэлас	rom	гнал[а], ехал[а]				VERB					
традэн	rom	гоните, езжайте	повел.			VERB	IMPER				
традэн, традэна	rom	гонят, едут				VERB					
традэнас	rom	гнали, ехали				VERB					
традэнпэ	rom	гонятся				VERB					
традэнти	rom	гоните	повел.			VERB	IMPER				
